@relation output

@attribute text string
@attribute @@class@@ {impolite,polite}

@data
'The way Im reading it back via glReadPixels ; however I may be doing this wrong. What is the correct way to do this?',polite
'Not whats commonly observed -- on the contrary an often heard complaint is that `print` statements from various threads get all mixed up.  What platform OS and version Python version etc?',polite
'I dont think this is possible as written. When N is very large the expected product of widely separated xi must be very close to zero and we can find a set of 1/p + 1 that must essentially be mutually exclusive despite all having probability p. Perhaps you meant E[xi xj] - p^2 = ... ?',polite
'how you show imges from lazyload in listviews image ? can you post your code please ?',polite
'Do you wish to optimise the code (make it run faster) or refactor the code (make it easier to read/maintain/modify)? If optimise what are your timings and how much do you need to reduce it by?',polite
'I agree how did you come up with the problem in the first place? I would have thought the idea for a thesis would have come from a real world problem that needs solving?',polite
'Internet Explorer may cause that. Can you check IE permissions please?',polite
'Im having a little trouble following your description; do you want an algorithm to find graph automorphisms?  Or one to test whether a given permutation is an automorphism?',polite
'A regular `<img src=URL />` worked for me but it was an image that I hosted off-site. That doesnt work for you?',polite
'I am using the 3.x Python version.  I figured that since I am new to the language I should try to learn the newest version - is that faulty logic?',polite
'Im sorry I dont understand your question. Maybe you could post a sample of the code that works properly and the code that doesnt?',polite
'I had really hoped to get some more opinions on this question. I modified it a bit possibly vote to reopen?',polite
'@Caf you are right. What was I thinking?',polite
'I dont know of a specific resource but if you have specific questions I may be able to help a little.  Are you using WER?',polite
